,title,abstract,author,journal,year,pdf_link,keyword
0,SCN VIP neurons are essential for normal light-mediated resetting of the circadian system,,"JR Jones, T Simon, L Lones…",Journal of,2018,https://www.jneurosci.org/content/38/37/7986.short,
0,Double-cone localization and seasonal expression pattern suggest a role in magnetoreception for European robin cryptochrome 4,,"A Günther, A Einwich, E Sjulstok, R Feederle, P Bolte…","Current Biology, ",2018,https://www.sciencedirect.com/science/article/pii/S0960982217316056,
0,"Diurnal variation of axial length, intraocular pressure, and anterior eye biometrics",,"SA Read, MJ Collins…",…,2008,https://iovs.arvojournals.org/article.aspx?articleid=2125998,
0,"Circadian rhythms in gene expression: Relationship to physiology, disease, drug disposition and drug action",,"S Sukumaran, RR Almon, DC DuBois…",Advanced drug delivery,2010,https://www.sciencedirect.com/science/article/pii/S0169409X10001365,
0,Entrainment of the mouse circadian clock by sub-acute physical and psychological stress,,"Y Tahara, T Shiraishi, Y Kikuchi, A Haraguchi…","Scientific reports, ",2015,https://www.nature.com/articles/srep11417?message-,
0,Circadian rhythm reprogramming during lung inflammation,,"JA Haspel, S Chettimada, RS Shaik, JH Chu…",Nature,2014,https://www.nature.com/articles/ncomms5753,
0,25-Hydroxyvitamin D and pre-clinical alterations in inflammatory and hemostatic markers: a cross sectional analysis in the 1958 British Birth Cohort,,"E Hyppönen, D Berry, M Cortina","Borja, C P",ower,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0010801,
0,Analysis of individual mouse activity in group housed animals of different inbred strains using a novel automated home cage analysis system,,"RS Bains, HL Cater, RR Sillito, A Chartsias…",Frontiers in Behavioral,2016,https://www.frontiersin.org/articles/10.3389/fnbeh.2016.00106/full,
0,BMAL1 links the circadian clock to viral airway pathology and asthma phenotypes,,"A Ehlers, W Xie, E Agapov, S Brown, D Steinberg…",Mucosal,2018,https://www.nature.com/articles/mi201724,
0,Deep learning for electroencephalogram (EEG) classification tasks: a review,,"A Craik, Y He, JL Contreras",V,idal,https://iopscience.iop.org/article/10.1088/1741-2552/ab0ab5/meta,
0,EEG artifact removal—state-of-the-art and guidelines,,"JA Urigüen, B Garcia",Zapi,rain,https://iopscience.iop.org/article/10.1088/1741-2560/12/3/031001/meta,
0,ADJUST: An automatic EEG artifact detector based on the joint use of spatial and temporal features,,"A Mognon, J Jovicich, L Bruzzone…","Psychophysiology, ",2011,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8986.2010.01061.x,
0,FASTER: fully automated statistical thresholding for EEG artifact rejection,,"H Nolan, R Whelan, RB Reilly","Journal of neuroscience methods, ",2010,https://www.sciencedirect.com/science/article/pii/S0165027010003894,
0,Amygdala and ventromedial prefrontal cortex are inversely coupled during regulation of negative affect and predict the diurnal pattern of cortisol secretion among …,,"HL Urry, CM Van Reekum, T Johnstone…",Journal of,2006,https://www.jneurosci.org/content/26/16/4415.short,
0,A practical guide to the selection of independent components of the electroencephalogram for artifact correction,,"M Chaumon, DVM Bishop, NA Busch","Journal of neuroscience methods, ",2015,https://www.sciencedirect.com/science/article/pii/S0165027015000928,
0,EEG source imaging: a practical review of the analysis steps,,"CM Michel, D Brunet","Frontiers in neurology, ",2019,https://www.frontiersin.org/articles/10.3389/fneur.2019.00325/full,
0,Independent EEG sources are dipolar,,"A Delorme, J Palmer, J Onton, R Oostenveld, S Makeig","PloS one, ",2012,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0030135,
0,High-frequency brain activity and muscle artifacts in MEG/EEG: a review and recommendations,,SD Muthukumaraswamy,"Frontiers in human neuroscience, ",2013,https://www.frontiersin.org/articles/10.3389/fnhum.2013.00138/full,
0,Mental training enhances attentional stability: neural and behavioral evidence,,"A Lutz, HA Slagter, NB Rawlings…",Journal of,2009,https://www.jneurosci.org/content/29/42/13418.short,
